PacelClean,Parcel,Address,Date posted,New,Municipality,Cleveland Ward,Bldgs,Status
13123039,131-23-039,5417 Caleb Ct,43321,,Cleveland,5,0,Vacant lot
11014160,110-14-160,12717 Woodside Ave,43320,,Cleveland,10,0,Vacant lot
11024020,110-24-020,12316 Saywell Ave,43320,,Cleveland,9,1,Unavailable - Demo under contract
11031015,110-31-015,1259 E 114th St,43320,,Cleveland,9,1,Sched for demolition
12909017,129-09-017,11716 Larchmere Ave,43320,,Cleveland,6,0,Vacant lot
13224039,132-24-039,6719 Clement Ave,43320,,Cleveland,12,0,Vacant lot
00209114,002-09-114,1352 W 67th St,43318,,Cleveland,15,0,Pending transfer
10413025,104-13-025,1188 Norwood Rd,43318,,Cleveland,7,0,Vacant lot
12727057,127-27-057,3408 E 116th St,43318,,Cleveland,4,0,Vacant lot
12822004,128-22-004,3119 E 99th St,43318,,Cleveland,4,0,Vacant lot
12827085,128-27-085,11430 Forest Ave,43318,,Cleveland,4,0,Vacant lot
13214026,132-14-026,6627 Fullerton Ave,43318,,Cleveland,12,0,Vacant lot
47103009,471-03-009,10641 Snow Rd,43318,,Parma Heights,,0,Pending transfer
47103053,471-03-053,,43318,,Parma Heights,,0,Pending transfer
67104140,671-04-140,13401 Milan Rd,43318,,East Cleveland,,0,Vacant lot
67201042,672-01-042,1780 Auburndale Ave,43318,,East Cleveland,,0,Pending transfer
67302041,673-02-041,1714 Collamer St,43318,,East Cleveland,,0,Vacant lot
11830040,118-30-040,2365 E 63rd St,43314,,Cleveland,5,0,Vacant lot
68317038,683-17-038,3603 Berkeley Rd,43314,,Cleveland Heights,,1,Pending transfer
13903109,139-03-109,3832 E 144th St,43313,,Cleveland,2,0,Vacant lot
68107116,681-07-116,927 Nela View Rd,43313,,Cleveland Heights,,0,Vacant lot
10612002,106-12-002,1507 E 66th St,43312,,Cleveland,7,0,Vacant lot
10705078,107-05-078,7914 Korman Ave,43312,,Cleveland,9,0,Pending transfer
10705080,107-05-080,7915 Korman Ave,43312,,Cleveland,9,0,Vacant lot
12811032,128-11-032,10017 Elwell Ave,43312,,Cleveland,4,0,Vacant lot
12814077,128-14-077,10409 Parkview Ave,43312,,Cleveland,4,0,Vacant lot
11118003,111-18-003,443 Cleveland Rd,43306,,Cleveland,10,0,Vacant lot
13820020,138-20-020,14214 Caine Ave,43306,,Cleveland,1,1,Sched for demolition
54633063,546-33-063,13710 Cranwood Dr,43306,,Garfield Heights,,1,Pending transfer
67111020,671-11-020,14608 Shaw Ave,43306,,East Cleveland,,1,Sched for demolition
10822004,108-22-004,10110 Garfield Ave,43305,,Cleveland,9,0,Vacant lot
13520094,135-20-094,11010 Revere Ave,43305,,Cleveland,2,1,Unavailable - Demo under contract
00623089,006-23-089,2247 W 53rd St,43304,,Cleveland,3,0,Vacant lot
13307008,133-07-008,3619 E 80 St,43304,,Cleveland,6,0,Vacant lot
13414010,134-14-010,8301 Beman Ave,43304,,Cleveland,2,0,Pending transfer
00222084,002-22-084,1907 W 77th St (fr & Rear),43301,,Cleveland,15,0,Pending transfer
00222093,002-22-093,1932 W 75,43301,,Cleveland,15,0,Pending transfer
13001174,130-01-174,11723 Havel Ave,43301,,Cleveland,4,0,Vacant lot
11509048,115-09-048,14917 Aspinwall Ave,43300,,Cleveland,10,0,Pending transfer
11614093,116-14-093,711 E 162nd St,43300,,Cleveland,8,1,Unavailable - Demo under contract
13120075,131-20-075,3462 E 52nd St,43300,,Cleveland,5,0,Vacant lot
12636059,126-36-059,2888 Alpine St,43299,,Cleveland,6,0,Vacant lot
12801007,128-01-007,2633 Woodhill Rd,43299,,Cleveland,6,0,Vacant lot
13902101,139-02-101,3718 E 143rd St,43299,,Cleveland,2,0,Vacant lot
67317013,673-17-013,16204 Greyton Rd,43299,,East Cleveland,,1,Sched for demolition
10810016,108-10-016,527 E 102nd St,43298,,Cleveland,10,0,Vacant lot
11107021,111-07-021,386 Eddy Rd,43298,,Cleveland,10,0,Vacant lot
13512066,135-12-066,3666 E 112th St,43298,,Cleveland,2,0,Vacant lot
13802092,138-02-092,3935 E 121st St,43298,,Cleveland,2,1,Sched for demolition
00903045,009-03-045,4002 W 22nd St,43297,,Cleveland,12,1,Pending transfer
10605028,106-05-028,1412 E 80th St,43297,,Cleveland,7,0,Vacant lot
10606085,106-06-085,1372 E 84th St,43297,,Cleveland,7,0,Vacant lot
10622135,106-22-135,1556 E 84th St,43297,,Cleveland,7,0,Vacant lot
10713017,107-13-017,1448 Crawford Ave,43297,,Cleveland,7,0,Vacant lot
12536009,125-36-009,3447 E 75th St (fr & Rear),43297,,Cleveland,6,0,Vacant lot
12915122,129-15-122,2806 E 120th St,43297,,Cleveland,6,0,Vacant lot
00514071,005-14-071,3151 W 104th St,43293,,Cleveland,11,0,Vacant lot
00527124,005-27-124,9705 Kirkwood Ave,43293,,Cleveland,15,1,Pending transfer
13225147,132-25-147,6827 Claasen Ave,43293,,Cleveland,12,0,Vacant lot
13316093,133-16-093,7922 Spafford Rd,43293,,Cleveland,12,0,Vacant lot
64323042,643-23-042,790 E 258th St,43292,,Euclid,,1,Pending transfer
67101106,671-01-106,1252 E 135th St,43292,,East Cleveland,,0,Pending transfer
10807108,108-07-108,715 E 95th St,43287,,Cleveland,10,0,Pending transfer
10814110,108-14-110,10720 Sprague Dr,43287,,Cleveland,10,0,Pending transfer
11110119,111-10-119,12418 Locke Ave,43287,,Cleveland,8,0,Vacant lot
12402060,124-02-060,2416 E 63rd St,43287,,Cleveland,5,0,Vacant lot
12716137,127-16-137,9412 Fuller Ave,43287,,Cleveland,6,0,Vacant lot
12818103,128-18-103,10215 Dickens Ave,43287,,Cleveland,4,0,Vacant lot
01304049,013-04-049,3568 W 61st St,43284,,Cleveland,14,1,Sched for demolition
01610166,016-10-166,3254 W 53rd Pl,43284,,Cleveland,14,1,Pending transfer
10806042,108-06-042,751 E 92nd St,43284,,Cleveland,10,0,Vacant lot
10913005,109-13-005,10730 Earle Ave,43284,,Cleveland,9,0,Pending transfer
11221077,112-21-077,497 E 148th St,43284,,Cleveland,8,0,Pending transfer
11314034,113-14-034,15619 Grovewood Ave,43284,,Cleveland,8,1,Sched for demolition
11926059,119-26-059,8006 Lucia Ave,43284,,Cleveland,6,0,Vacant lot
12630085,126-30-085,7917 Bristol Ave,43284,,Cleveland,5,0,Vacant lot
12722095,127-22-095,9508 Raymond Ave,43284,,Cleveland,6,1,Pending transfer
12817106,128-17-106,9900 Manor Ave,43284,,Cleveland,4,0,Vacant lot
12930028,129-30-028,3197 E 134th St,43284,,Cleveland,4,0,Vacant lot
13132072,131-32-072,3734 E 50th St,43284,,Cleveland,12,0,Pending transfer
13212037,132-12-037,5701 Fullerton Ave,43284,,Cleveland,12,0,Pending transfer
13310027,133-10-027,3822 E 78th St,43284,,Cleveland,12,0,Pending transfer
67105020,671-05-020,13302 Graham Ave,43284,,East Cleveland,,1,Sched for demolition
67111242,671-11-242,14603 Savannah Ave,43284,,East Cleveland,,1,Sched for demolition
67117100,671-17-100,14710 Alder Ave,43284,,East Cleveland,,1,Unavailable - Demo under contract
67123006,671-23-006,15000 Elm Ave,43284,,East Cleveland,,1,Sched for demolition
67204140,672-04-140,1207 Carlyon Rd,43284,,East Cleveland,,0,Vacant lot
67303084,673-03-084,1743 Allendale Ave,43284,,East Cleveland,,1,Sched for demolition
67303103,673-03-103,1772 Rosedale Ave,43284,,East Cleveland,,0,Pending transfer
67303107,673-03-107,1767 Rosedale Ave,43284,,East Cleveland,,0,Vacant lot
67309029,673-09-029,1832 Stanwood Rd,43284,,East Cleveland,,1,Sched for demolition
00902103,009-02-103,3929 W 22nd St,43279,,Cleveland,12,1,Pending transfer
10602101,106-02-101,1382 Russell Ave,43279,,Cleveland,7,0,Vacant lot
10813096,108-13-096,10533 Elk Ave,43279,,Cleveland,10,0,Vacant lot
10814095,108-14-095,597 E 107th St (fr & Rear),43279,,Cleveland,10,0,Vacant lot
10919086,109-19-086,10810 Olivet Ave,43279,,Cleveland,9,0,Vacant lot
11005009,110-05-009,704 E 124th St,43279,,Cleveland,10,1,Sched for demolition
11017191,110-17-191,914 E 131st St,43279,,Cleveland,10,0,Pending transfer
11023057,110-23-057,12413 Tuscora Ave,43279,,Cleveland,9,1,Unavailable - Demo under contract
11226046,112-26-046,14217 Jenne Ave,43279,,Cleveland,8,0,Vacant lot
11713031,117-13-031,1848 Lampson Rd,43279,,Cleveland,10,0,Vacant lot
11715022,117-15-022,17312 Endora Rd,43279,,Cleveland,10,1,Unavailable - Demo under contract
11723019,117-23-019,1990 Torbenson Dr,43279,,Cleveland,10,0,Vacant lot
13004001,130-04-001,3281 E 119th St,43279,,Cleveland,4,0,Pending transfer
13005011,130-05-011,3261 E 125th St,43279,,Cleveland,4,0,Vacant lot
13006043,130-06-043,3332 E 128th St,43279,,Cleveland,4,1,Sched for demolition
13626113,136-26-113,4283 E 114th St,43279,,Cleveland,2,1,Sched for demolition
13704040,137-04-040,3589 E 131st St,43279,,Cleveland,4,0,Vacant lot
54633188,546-33-188,4371 E 139th St,43279,,Garfield Heights,,0,Vacant lot
64130052,641-30-052,860 E 207th St,43279,,Euclid,,1,Sched for demolition
67102130,671-02-130,13500 Mann Ave,43279,,East Cleveland,,0,Vacant lot
67116110,671-16-110,14417 Elm Ave,43279,,East Cleveland,,1,Unavailable - Demo under contract
67118040,671-18-040,14107 Baldwin Ave,43279,,East Cleveland,,1,Unavailable - Demo under contract
67119082,671-19-082,13902 Beaumont St,43279,,East Cleveland,,1,Sched for demolition
67119089,671-19-089,1378 E 139 St,43279,,East Cleveland,,1,Sched for demolition
67204007,672-04-007,1199 E 125th St,43279,,East Cleveland,,0,Vacant lot
67312046,673-12-046,1832 Allendale Ave,43279,,East Cleveland,,1,Sched for demolition
00607066,006-07-066,7419 Colgate Ave,43276,,Cleveland,15,0,Pending transfer
00609019,006-09-019,6712 Colgate Ave,43276,,Cleveland,15,0,Vacant lot
10416024,104-16-024,5715 White Ave,43276,,Cleveland,7,0,Vacant lot
12512014,125-12-014,3049 E 65th St,43276,,Cleveland,5,0,Vacant lot
12525052,125-25-052,3236 E 57th St,43276,,Cleveland,5,0,Vacant lot
12711006,127-11-006,3278 E 93rd St,43276,,Cleveland,6,0,Vacant lot
12916148,129-16-148,2766 E 125th St,43276,,Cleveland,6,0,Vacant lot
13905089,139-05-089,14212 Edgewood Ave,43276,,Cleveland,1,1,Sched for demolition
13520065,135-20-065,11210 Greenwich Ave,43272,,Cleveland,2,1,Unavailable - Demo under contract
10919063,109-19-063,10924 Hathaway Ave,43269,,Cleveland,9,0,Vacant lot
11626086,116-26-086,1485 E 174th St,43269,,Cleveland,10,1,Unavailable - Demo under contract
13128020,131-28-020,3628 Independence Rd,43269,,Cleveland,12,0,Pending transfer
13210073,132-10-073,3805 E 53rd St,43269,,Cleveland,12,1,Unavailable - Demo under contract
13222078,132-22-078,4110 E 57th St,43269,,Cleveland,12,0,Vacant lot
13413111,134-13-111,8002 Goodman Ave,43269,,Cleveland,2,0,Vacant lot
13602101,136-02-101,3909 E 97th St,43269,,Cleveland,2,0,Sched for demolition
13715069,137-15-069,12110 Gay Ave,43269,,Cleveland,4,1,Pending transfer
14301093,143-01-093,16205 Clearview Ave,43269,,Cleveland,1,1,Sched for demolition
67309082,673-09-082,1896 Grasmere St,43269,,East Cleveland,,0,Vacant lot
00728085,007-28-085,4228 Hyde Ave,43263,,Cleveland,3,0,Pending transfer
01705096,017-05-096,3248 W 88th St,43263,,Cleveland,14,0,Pending transfer
10421048,104-21-048,6013 Utica Ave,43263,,Cleveland,7,0,Vacant lot
11508033,115-08-033,14715 Pepper Ave,43263,,Cleveland,10,0,Vacant lot
12320115,123-20-115,4672 Gallup Ave,43263,,Cleveland,5,0,Vacant lot
14224025,142-24-025,4594 E 147th St,43257,,Cleveland,1,1,Unavailable - Demo under contract
67103095,671-03-095,1447 E 134th St,43256,,East Cleveland,,1,Unavailable - Demo under contract
67104113,671-04-113,13700 Milan Ave,43256,,East Cleveland,,1,Sched for demolition
67110203,671-10-203,13913 Ardenall Ave,43256,,East Cleveland,,1,Sched for demolition
67310036,673-10-036,1851 Charles Rd,43256,,East Cleveland,,0,Vacant lot
01303063,013-03-063,3580 W 66th St,43255,,Cleveland,14,1,Sched for demolition
11928079,119-28-079,2206 E 82nd St,43255,,Cleveland,6,0,Pending transfer
13022140,130-22-140,3471 E 125th St,43255,,Cleveland,4,0,Vacant lot
13132137,131-32-137,3676 E 48th St,43255,,Cleveland,12,0,Vacant lot
11531071,115-31-071,15715 Mandalay Ave,43251,,Cleveland,8,0,Vacant lot
11722028,117-22-028,17730 Endora Rd,43251,,Cleveland,10,0,Vacant lot
12331156,123-31-156,5012 Anson Ave,43251,,Cleveland,5,0,Vacant lot
12724007,127-24-007,3407 E 102nd St,43251,,Cleveland,6,0,Vacant lot
67304022,673-04-022,1762 Taylor Rd,43251,,East Cleveland,,0,Vacant lot
12930067,129-30-067,13102 Lorenzo Ave,43250,,Cleveland,4,0,Pending transfer
13919063,139-19-063,3633 E 153rd St,43250,,Cleveland,1,1,Pending transfer
67104103,671-04-103,13513 Claiborne Rd,43250,,East Cleveland,,0,Vacant lot
10521113,105-21-113,6314 Orton Ct,43249,,Cleveland,7,0,Vacant lot
10531115,105-31-115,1058 E 78th St,43249,,Cleveland,9,0,Vacant lot
10829043,108-29-043,711 E 109th St,43249,,Cleveland,9,0,Vacant lot
11630088,116-30-088,1543 Clermont Rd,43249,,Cleveland,10,0,Vacant lot
12710026,127-10-026,9111 Harris St,43249,,Cleveland,6,0,Vacant lot
13419026,134-19-026,4430 Warner Rd,43249,,Cleveland,2,0,Vacant lot
51116036,511-16-036,3990 E 53rd St,43249,,Newburgh Heights,,1,Pending transfer
10530093,105-30-093,1008 E 78th St,43245,,Cleveland,9,0,Vacant lot
10533161,105-33-161,7517 Myron Ave,43245,,Cleveland,7,0,Vacant lot
10610028,106-10-028,7204 Dellenbaugh Ave,43245,,Cleveland,7,0,Vacant lot
10702024,107-02-024,952 Maud Ave,43245,,Cleveland,9,0,Vacant lot
12627079,126-27-079,8023 Holton Ave,43245,,Cleveland,5,0,Pending transfer
67104062,671-04-062,13515 Graham Rd,43245,,East Cleveland,,0,Pending transfer
67113036,671-13-036,14501 Potomac Ave,43245,,East Cleveland,,0,Vacant lot
67203015,672-03-015,1214 Eddy Rd,43245,,East Cleveland,,1,Sched for demolition
67203075,672-03-075,1211 Lakefront Ave,43245,,East Cleveland,,0,Vacant lot
67204040,672-04-040,1272 N Lockwood Ave,43245,,East Cleveland,,0,Vacant lot
00526053,005-26-053,2141 W 96th St,43244,,Cleveland,15,1,Pending transfer
00731111,007-31-111,3201 W 32nd St (fr & Rear),43244,,Cleveland,14,0,Vacant lot
10821008,108-21-008,9706 Garfield Ave,43244,,Cleveland,9,0,Vacant lot
11006022,110-06-022,643 E 124th St,43244,,Cleveland,10,1,Sched for demolition
11017071,110-17-071,879 E 129th St,43244,,Cleveland,10,1,Sched for demolition
11824076,118-24-076,2248 E 74th St,43244,,Cleveland,5,0,Vacant lot
67202081,672-02-081,12713 Phillips Ave,43244,,East Cleveland,,1,Sched for demolition
10533156,105-33-156,7417 Myron Ave,43243,,Cleveland,7,0,Vacant lot
10705046,107-05-046,8009 Bellvue Ave,43243,,Cleveland,9,0,Vacant lot
10904076,109-04-076,10405 Pierpont Ave,43243,,Cleveland,9,1,Sched for demolition
11818023,118-18-023,5913 Central Ave,43243,,Cleveland,5,0,Pending transfer
12723077,127-23-077,9713 Heath Ave,43243,,Cleveland,6,0,Vacant lot
12814062,128-14-062,10314 Lamontier Ave,43243,,Cleveland,4,0,Vacant lot
67101038,671-01-038,1300 E 133rd St,43243,,East Cleveland,,0,Vacant lot
67118163,671-18-163,1286 E 143rd St,43243,,East Cleveland,,0,Pending transfer
67215064,672-15-064,1831 Wadena Ave,43243,,East Cleveland,,0,Pending transfer
67312037,673-12-037,1872 Allendale Ave,43243,,East Cleveland,,1,Sched for demolition
10714058,107-14-058,1349 E 86th St,43242,,Cleveland,7,1,Unavailable - Demo under contract
10827109,108-27-109,10710 Englewood Ave,43242,,Cleveland,9,0,Pending transfer
10902097,109-02-097,9202 Kempton Ave,43242,,Cleveland,9,1,Sched for demolition
11027062,110-27-062,12426 Phillips Ave,43242,,Cleveland,9,1,"For sale (List Price: $6,500) (Renovation Work Required)"
10903175,109-03-175,9806 Pierpont Ave,43241,,Cleveland,9,1,Sched for demolition
10912112,109-12-112,10531 Gooding Ave,43241,,Cleveland,9,0,Pending transfer
10921055,109-21-055,999 Parkwood Dr,43241,,Cleveland,9,0,Vacant lot
11007028,110-07-028,717 E 126th St (fr & Rear),43241,,Cleveland,10,0,Vacant lot
11031028,110-31-028,1195 E 114th St,43241,,Cleveland,9,0,Vacant lot
11214021,112-14-021,15535 Lake Shore Blvd,43241,,Cleveland,8,0,Pending transfer
13725034,137-25-034,13905 Durkee Ave,43241,,Cleveland,2,0,Vacant lot
13816090,138-16-090,12819 Hlavin Ave,43238,,Cleveland,2,1,Sched for demolition
67101059,671-01-059,1243 E 133rd St,43238,,East Cleveland,,0,Vacant lot
67101070,671-01-070,1272 E 134th St,43238,,East Cleveland,,0,Vacant lot
67119030,671-19-030,1370 E 141st St,43238,,East Cleveland,,0,Vacant lot
67204043,672-04-043,1260 N Lockwood Ave,43238,,East Cleveland,,0,Vacant lot
01914087,019-14-087,12605 Hirst,43237,,Cleveland,11,1,Pending transfer
11322008,113-22-008,1110 E 171st St,43237,,Cleveland,8,1,Sched for demolition
12320014,123-20-014,3016 Victor St,43237,,Cleveland,5,0,Vacant lot
11715074,117-15-074,1941 Reyburn Rd,43236,,Cleveland,10,1,Pending transfer
67215061,672-15-061,1843 Wadena Ave,43236,,East Cleveland,,1,Pending transfer
12921062,129-21-062,2916 E 128th St,43234,,Cleveland,4,0,Pending transfer
13022032,130-22-032,3462 E 126th St,43234,,Cleveland,4,0,Vacant lot
12319058,123-19-058,4683 Gallup Ave,43231,,Cleveland,5,0,Vacant lot
13208003,132-08-003,3637 E 59th St,43231,,Cleveland,12,0,Vacant lot
13210004,132-10-004,5502 Fleet Ave,43231,,Cleveland,12,3,Pending transfer
13225033,132-25-033,7018 Park Ave,43231,,Cleveland,12,0,Vacant lot
13413115,134-13-115,7912 Goodman Ave,43231,,Cleveland,2,0,Vacant lot
13502105,135-02-105,9511 Anderson Ave,43231,,Cleveland,6,1,Sched for demolition
13704030,137-04-030,3572 E 133rd St,43231,,Cleveland,4,1,Unavailable - Demo under contract
13709014,137-09-014,12216 Rexford Ave,43231,,Cleveland,4,1,Sched for demolition
13910060,139-10-060,3605 E 144th St,43231,,Cleveland,2,0,Vacant lot
14205075,142-05-075,4083 E 147th St,43231,,Cleveland,1,1,Unavailable - Demo under contract
00606047,006-06-047,7801 Colgate Ave,43230,,Cleveland,15,0,Vacant lot
00731112,007-31-112,3207-09 W 32nd St (ft & Rear),43230,,Cleveland,14,0,Vacant lot
02009163,020-09-163,W 128th,43230,,Cleveland,16,0,Pending transfer
10807092,108-07-092,686 E 96th St,43229,,Cleveland,10,0,Pending transfer
10809062,108-09-062,643 E 101st St,43229,,Cleveland,9,0,Vacant lot
11102103,111-02-103,476 E 115th St,43229,,Cleveland,10,0,Vacant lot
12923104,129-23-104,11901 Griffing Ave,43229,,Cleveland,4,0,Pending transfer
14105043,141-05-043,4334 E 164th St,43229,,Cleveland,1,1,Sched for demolition
10413029,104-13-029,6401 Bonna Ave,43228,,Cleveland,7,1,Pending transfer
10712097,107-12-097,1327 E 93rd St,43228,,Cleveland,7,0,Vacant lot
10811063,108-11-063,590 E 103rd St,43228,,Cleveland,10,0,Vacant lot
10825033,108-25-033,10709 Kimberly Ave,43228,,Cleveland,9,0,Vacant lot
13128007,131-28-007,3580 Independence Rd,43228,,Cleveland,12,0,Vacant lot
13818037,138-18-037,13722 Caine Ave,43228,,Cleveland,1,1,Sched for demolition
00607004,006-07-004,7619 Elton Ave,43227,,Cleveland,15,0,Pending transfer
00607005,006-07-005,Elton Ave,43227,,Cleveland,15,0,Pending transfer
02009161,020-09-161,W 128th,43227,,Cleveland,16,0,Pending transfer
10820042,108-20-042,786 E 99th St,43227,,Cleveland,9,0,Vacant lot
10827009,108-27-009,772 Parkwood Dr,43227,,Cleveland,9,0,Vacant lot
11709100,117-09-100,1761 Hillview Rd,43227,,Cleveland,10,0,Vacant lot
12012049,120-12-049,1324 E 124th St,43227,,Cleveland,9,0,Pending transfer
13128008,131-28-008,3584 Independence Rd,43227,,Cleveland,12,0,Vacant lot
13210074,132-10-074,3811 E 53rd St (fr & Rear),43227,,Cleveland,12,0,Vacant lot
13319015,133-19-015,3907 E 71st St,43227,,Cleveland,12,0,Vacant lot
10712137,107-12-137,1371 E 94th St,43223,,Cleveland,7,0,Pending transfer
11017195,110-17-195,898 E 131st St,43223,,Cleveland,10,0,Vacant lot
11029082,110-29-082,12428 Ingomar Ave,43223,,Cleveland,9,0,Pending transfer
11203046,112-03-046,13716 Kelso Ave,43223,,Cleveland,8,0,Vacant lot
12323011,123-23-011,5421 Magnet Ave,43223,,Cleveland,5,0,Vacant lot
12514066,125-14-066,2961 E 65th St,43223,,Cleveland,5,0,Pending transfer
12915029,129-15-029,12101 Buckeye Rd,43223,,Cleveland,6,0,Pending transfer
13206060,132-06-060,6518 Chambers Ave,43223,,Cleveland,12,0,Vacant lot
13419022,134-19-022,4410 Warner Rd,43223,,Cleveland,2,0,Vacant lot
13003092,130-03-092,3193 E 121st St,43221,,Cleveland,4,0,Vacant lot
13005046,130-05-046,3269 E 126th St,43221,,Cleveland,4,0,Vacant lot
10702073,107-02-073,862 Ansel Rd,43220,,Cleveland,9,0,Vacant lot
10912054,109-12-054,10625 Greenlawn Ave,43220,,Cleveland,9,0,Vacant lot
10915150,109-15-150,10828 Morison Ave,43220,,Cleveland,9,0,Vacant lot
11001053,110-01-053,661 Lakeview Rd,43220,,Cleveland,9,0,Vacant lot
11027033,110-27-033,12429 Osceola Ave,43220,,Cleveland,9,0,Pending transfer
11509027,115-09-027,844 E 150th St,43220,,Cleveland,10,0,Vacant lot
11716075,117-16-075,1822 Grantham Rd,43220,,Cleveland,10,0,Vacant lot
12002043,120-02-043,10832 Hull Ave,43220,,Cleveland,9,0,Pending transfer
12527045,125-27-045,5804 Portage Ave,43220,,Cleveland,5,0,Vacant lot
12532084,125-32-084,6615 Ovington Ave,43220,,Cleveland,6,0,Vacant lot
12723102,127-23-102,9912 Heath Ave,43220,,Cleveland,6,0,Vacant lot
13212009,132-12-009,5810 Fleet Ave,43220,,Cleveland,12,0,Vacant lot
67205107,672-05-107,1230 Rozelle Ave,43220,,East Cleveland,,1,Sched for demolition
13219008,132-19-008,3981 E 66th St,43217,,Cleveland,12,0,Pending transfer
12822078,128-22-078,3121 E 102nd St,43216,,Cleveland,4,0,Vacant lot
13229002,132-29-002,6813 Kazimier Ave,43216,,Cleveland,12,1,Unavailable - Demo under contract
13230034,132-30-034,4296 E 71st St,43216,,Cleveland,12,0,Vacant lot
67203065,672-03-065,1003 E 131st St,43216,,East Cleveland,,0,Vacant lot
10809100,108-09-100,644 E 101st St,43213,,Cleveland,10,0,Pending transfer
13122038,131-22-038,5708 Dolloff Rd,43213,,Cleveland,12,0,Vacant lot
13919078,139-19-078,3693 E 153rd St,43213,,Cleveland,1,0,Vacant lot
67101043,671-01-043,1301 E 133rd St,43213,,East Cleveland,,0,Vacant lot
67117048,671-17-048,1267 Coit Rd,43213,,East Cleveland,,0,Vacant lot
67303027,673-03-027,16012 Elderwood Ave,43213,,East Cleveland,,0,Vacant lot
67307061,673-07-061,1735 Eastham Ave,43213,,East Cleveland,,0,Vacant lot
67309094,673-09-094,1851 Chapman Ave,43213,,East Cleveland,,0,Vacant lot
10528114,105-28-114,1132 E 72nd St,43210,,Cleveland,10,0,Vacant lot
12637072,126-37-072,2869 Ambler St,43210,,Cleveland,4,0,Vacant lot
12817029,128-17-029,9817 Mount Auburn Ave,43210,,Cleveland,4,0,Vacant lot
13201118,132-01-118,3603 E 59th St,43210,,Cleveland,12,0,Vacant lot
67202090,672-02-090,12720 Speedway Overlook Ave,43210,,East Cleveland,,0,Vacant lot
67304071,673-04-071,1719 Shaw Ave,43210,,East Cleveland,,0,Pending transfer
10525036,105-25-036,1144 E 71st St,43209,,Cleveland,7,0,Vacant lot
10525040,105-25-040,1122 E 68th St,43209,,Cleveland,7,0,Vacant lot
10710021,107-10-021,1256 E 89th St,43209,,Cleveland,7,0,Vacant lot
12010117,120-10-117,11604 Moulton Ave,43209,,Cleveland,9,1,Sched for demolition
12802079,128-02-079,10819 Grandview Ave,43209,,Cleveland,6,0,Vacant lot
12820078,128-20-078,9312 Dickens Ave,43209,,Cleveland,4,0,Vacant lot
67104087,671-04-087,13312 Claiborne Rd,43209,,East Cleveland,,0,Vacant lot
67104125,671-04-125,13416 Milan Rd,43209,,East Cleveland,,0,Pending transfer
67104146,671-04-146,13505 Milan Rd,43209,,East Cleveland,,0,Vacant lot
67105106,671-05-106,13617 5th Ave,43209,,East Cleveland,,1,Sched for demolition
67111012,671-11-012,14706 Shaw Ave,43209,,East Cleveland,,0,Vacant lot
67318008,673-18-008,16025 Nelamere Rd,43209,,East Cleveland,,1,Sched for demolition
67318009,673-18-009,16021 Nelamere Rd,43209,,East Cleveland,,1,Sched for demolition
10911003,109-11-003,10214 Westchester Ave,43208,,Cleveland,9,0,Vacant lot
10922063,109-22-063,1119 E 111th St,43208,,Cleveland,9,0,Vacant lot
11010020,110-10-020,750 Thornhill Dr,43208,,Cleveland,9,0,Vacant lot
11027092,110-27-092,12334 Chesterfield Ave,43208,,Cleveland,9,0,Vacant lot
12320033,123-20-033,2993 Nursery Ave,43208,,Cleveland,5,0,Vacant lot
10825106,108-25-106,10600 Elgin Ave,43207,,Cleveland,9,0,Vacant lot
11005098,110-05-098,709 E 118th St,43207,,Cleveland,9,0,Vacant lot
00527121,005-27-121,9618 Larnder Ave,43206,,Cleveland,15,0,Vacant lot
00729076,007-29-076,3142 W 40th St,43206,,Cleveland,14,1,Pending transfer
11713102,117-13-102,1854 Haldane Rd,43206,,Cleveland,10,0,Vacant lot
12514026,125-14-026,2976 E 67th St,43206,,Cleveland,5,0,Pending transfer
12535085,125-35-085,7118 Ivy Ave,43206,,Cleveland,6,0,Pending transfer
13219042,132-19-042,4008 E 64th St,43206,,Cleveland,12,0,Vacant lot
13521122,135-21-122,3804 E 114th St,43206,,Cleveland,2,0,Vacant lot
54633012,546-33-012,13713 North Dr,43206,,Garfield Heights,,0,Vacant lot
67204102,672-04-102,1276 Melbourne Rd,43206,,East Cleveland,,1,Sched for demolition
12928102,129-28-102,3179 E 123rd St,43203,,Cleveland,4,0,Vacant lot
13014106,130-14-106,3329 E 143rd St,43203,,Cleveland,1,0,Vacant lot
13909114,139-09-114,3664 E 147th St,43203,,Cleveland,2,0,Vacant lot
00723042,007-23-042,2653 W 32nd Pl,43202,,Cleveland,3,0,Pending transfer
01619043,016-19-043,3463 W 52nd St,43202,,Cleveland,14,0,Pending transfer
10708029,107-08-029,1279 E 79th St,43202,,Cleveland,7,1,Unavailable - Demo under contract
12605032,126-05-032,2484 E 89th St,43202,,Cleveland,6,0,Vacant lot
12909072,129-09-072,11814 Browning,43202,,Cleveland,6,0,Vacant lot
13520078,135-20-078,11005 Revere Ave,43202,,Cleveland,2,1,Unavailable - Demo under contract
67207001,672-07-001,1680 Lockwood Ave,43202,,East Cleveland,,0,Vacant lot
11712037,117-12-037,1816 Alcoy St,43201,,Cleveland,10,1,Unavailable - Demo under contract
01703104,017-03-104,3182 W 94th St,43200,,Cleveland,11,0,Vacant lot
