PacelClean,Parcel,Address,Date posted,New,Municipality,Cleveland Ward,Bldgs,Status
13317028,133-17-028,7801 Spafford Rd,42257,,Cleveland,12,0,Vacant lot
13318062,133-18-062,7305 Harvard Ave,42257,,Cleveland,12,0,Pending transfer
54404092,544-04-092,10017 Parkview Ave,42257,,Garfield Heights,,0,Vacant lot
78219095,782-19-095,18914 Harlan Dr,42257,,Maple Heights,,0,Vacant lot
67108026,671-08-026,1524 Pontiac Rd,42251,,East Cleveland,,0,Pending transfer
12536061,125-36-061,3473 E 76th St,42248,,Cleveland,6,0,Vacant lot
13823023,138-23-023,4420 E 144th St,42248,,Cleveland,1,0,Vacant lot
78409110,784-09-110,16752 Gerard Ave,42241,,Maple Heights,,0,Vacant lot
51112038,511-12-038,4050 E 44th St,42240,,Newburgh Heights,,0,Vacant lot
11024080,110-24-080,12417 Castlewood Ave,42228,,Cleveland,9,0,Vacant lot
12717068,127-17-068,9800 Bessemer Ave,42222,,Cleveland,6,0,Pending transfer
13136009,131-36-009,5617 Linton Ave,42219,,Cleveland,12,0,Pending transfer
14119053,141-19-053,4284 E 175th St,42219,,Cleveland,1,0,Pending transfer
78504094,785-04-094,15015 Tokay Ave,42219,,Maple Heights,,0,Pending transfer
11314059,113-14-059,15904 Corsica Ave,42216,,Cleveland,8,0,Pending transfer
13007081,130-07-081,3298 E 132nd St,42215,,Cleveland,4,0,Vacant lot
13012017,130-12-017,3431 E 137th St,42214,,Cleveland,4,0,Pending transfer
78428091,784-28-091,5267 Milo Ave,42214,,Maple Heights,,0,Pending transfer
13212061,132-12-061,5714 Gertrude Ave,42213,,Cleveland,12,0,Pending transfer
12009082,120-09-082,11312 Knowlton Ave,42211,,Cleveland,9,0,Pending transfer
12929116,129-29-116,12801 Signet Ave,42211,,Cleveland,4,0,Pending transfer
13016001,130-16-001,14501 Kinsman Rd,42208,,Cleveland,1,0,Pending transfer
68106104,681-06-104,869 Greyton Rd,42208,,Cleveland Heights,,0,Vacant lot
67202021,672-02-021,1152 Carlyon Rd,42201,,East Cleveland,,0,Vacant lot
67117128,671-17-128,14708 Dover Ave,42195,,East Cleveland,,0,Pending transfer
67214042,672-14-042,1895 Brightwood St,42195,,East Cleveland,,0,Pending transfer
11202041,112-02-041,744 E 133rd St,42193,,Cleveland,8,0,Pending transfer
12725114,127-25-114,3408 E 108th St,42193,,Cleveland,4,0,Vacant lot
00620053,006-20-053,4417 Bailey Ave,42191,,Cleveland,3,0,Pending transfer
00730021,007-30-021,3132 Fulton Rd,42191,,Cleveland,14,0,Pending transfer
67321027,673-21-027,2042 Brunswick Rd,42191,,East Cleveland,,1,Pending transfer
00612036,006-12-036,2263 W 73rd St,42185,,Cleveland,15,0,Vacant lot
10716051,107-16-051,8717 Blaine Ave,42185,,Cleveland,7,0,Vacant lot
12033006,120-33-006,1848 Lakeview Rd,42172,,Cleveland,6,0,Vacant lot
78601106,786-01-106,15625 Maplewood Ave,42170,,Maple Heights,,0,Pending transfer
64313070,643-13-070,901 E 223rd St,42166,,Euclid,,0,Vacant lot
76115022,761-15-022,19313 Longbrook Rd,42165,,Warrensville Heights,,0,Vacant lot
00517071,005-17-071,2099 W 105th St,42156,,Cleveland,15,0,Pending transfer
78217090,782-17-090,21206 Hansen Rd,42151,,Maple Heights,,0,Vacant lot
